Question,Label
Can you form a waterfall scene?,Image Generation
Can you shape a lake image?,Image Generation
Can you imagine a village?,Image Generation
Can you envision a cityscape?,Image Generation
Can you conjure up a busy street?,Image Generation
Can you devise a park setting?,Image Generation
Can you invent a garden landscape?,Image Generation
Can you originate a floral arrangement?,Image Generation
Can you design a fruit still life?,Image Generation
Can you compose a food scene?,Image Generation
Can you create a feast image?,Image Generation
Can you make a banquet picture?,Image Generation
Can you illustrate a cake?,Image Generation
Can you generate an ice cream sundae?,Image Generation
Can you produce a pizza image?,Image Generation
Can you construct a hamburger graphic?,Image Generation
Can you build a hot dog picture?,Image Generation
Can you form an image of pasta?,Image Generation
Can you shape a bowl of cereal?,Image Generation
Can you imagine a stack of pancakes?,Image Generation
Can you envision an omelette?,Image Generation
Can you conjure up an image of sushi?,Image Generation
Can you devise a taco picture?,Image Generation
Can you invent a burrito image?,Image Generation
Can you originate a curry dish?,Image Generation
Can you design a plate of noodles?,Image Generation
Can you compose a bowl of soup?,Image Generation
Can you create a glass of juice?,Image Generation
Can you make a cup of coffee?,Image Generation
Can you illustrate a mug of hot chocolate?,Image Generation
Can you generate a milkshake graphic?,Image Generation
Can you produce a soda image?,Image Generation
Can you construct a cocktail picture?,Image Generation
Can you build beer graphic?,Image Generation
Can you form a wine bottle image?,Image Generation
Can you shape a landscape of vineyards?,Image Generation
Can you imagine an orchard scene?,Image Generation
Can you envision a corn field?,Image Generation
Can you conjure up a barnyard scene?,Image Generation
Can you devise a sty with pigs?,Image Generation
Can you invent a chicken coop?,Image Generation
Can you originate a cattle ranch?,Image Generation
Can you design a horse stable?,Image Generation
Can you compose a pet portrait?,Image Generation
Can you create an image of a kitten?,Image Generation
Can you make an illustration of a puppy?,Image Generation
Can you illustrate a bunny?,Image Generation
Can you generate a hamster graphic?,Image Generation
Can you produce a fish picture?,Image Generation
Can you construct a bird image?,Image Generation
Can you build a portrait of an insect?,Image Generation
Can you form a scene with butterflies?,Image Generation
Can you shape a spiderweb graphic?,Image Generation
Can you imagine a lion?,Image Generation
Can you envision a zebra?,Image Generation
Can you conjure up an elephant?,Image Generation
Can you devise a giraffe portrait?,Image Generation
Can you invent a rhino scene?,Image Generation
Can you originate a jungle landscape?,Image Generation
Can you design a safari scene?,Image Generation
Can you compose an arctic animal?,Image Generation
Can you create a polar bear?,Image Generation
Can you make a penguin graphic?,Image Generation
Can you illustrate a whale breaching?,Image Generation
Can you generate a dolphin jumping?,Image Generation
Can you produce an image of the solar system?,Image Generation
Can you construct a spaceship graphic?,Image Generation
Can you build a rocket scene?,Image Generation
Can you form a galaxy portrait?,Image Generation
Can you shape an astronaut image?,Image Generation
Can you imagine an alien portrait?,Image Generation
Can you envision a UFO?,Image Generation
Can you conjure up a supernova?,Image Generation
Can you devise a black hole graphic?,Image Generation
Can you invent a nebula scene?,Image Generation
Can you originate a star cluster?,Image Generation
Can you design a planetscape?,Image Generation
Can you compose a moon surface?,Image Generation
